pdb_id,ec_numbers,uniprot_id
,4.2.1.59,Q9A714
,3.4.21.88,Q9A724
,5.3.1.1,Q9A733
,4.2.1.10,Q9A744
,2.8.1.10,Q9A746
,4.2.1.11,Q9A7J9
,2.7.4.6,Q9A7M2
,3.4.11.1;3.4.11.10,Q9A7M9
,5.1.1.1,Q9A7Q9
,2.1.2.11,Q9A7R9
,6.3.5.2,Q9A7U9
,2.1.1.166,Q9A7V4
,3.5.3.23,Q9A7W1
,7.2.2.6,Q9A7X7
,2.4.2.29,Q9A7Y1
,6.3.3.3,Q9A7Z2
,2.6.99.2,Q9A808
,6.5.1.2,Q9A842
,2.3.1.180,Q9A8I4
,2.7.1.148,Q9A8L7
,4.3.3.7,Q9A900
,4.2.1.49,Q9A9M1
,3.4.23.36,Q9AAA6
,3.1.1.61;3.5.1.44,Q9AAK0
,3.5.3.23,Q9AAL4
,2.3.1.31,Q9AAS1
,1.3.3.3,Q9AAT8
,3.1.1.29,Q9AAV9
,2.1.1.14,Q9AAW1
,5.4.99.12,Q9ABF0
,3.5.1.18,Q9ABF3
,1.1.1.169,Q9ABG6
,5.3.1.9,Q9ABK5
,2.6.1.16,Q9ABV2
,5.4.2.10,Q9ABV3
,4.1.1.23,Q9ABW5
,2.3.1.269,Q9AC16
,4.6.1.17,Q9AC52
,1.1.1.25,Q9AC57
,1.8.4.10,Q9ADG3
,3.1.21.10,Q9AE11
,2.3.3.9,Q9AE55
,3.1.1.29,Q9AEQ5
,2.7.1.-,Q9AGA7
,3.4.21.88,Q9AGM5
,4.2.1.49,Q9AGU4
,3.4.21.-,Q9AH77
,3.5.99.7,Q9AHF0
,3.1.3.83,Q9AI34
,6.5.1.2,Q9AIU7
,3.2.1.141,Q9AJN6
,6.2.1.5,Q9AKE1
,4.3.3.7,Q9AKE4
,4.3.3.7,Q9AKJ9
,4.3.3.7,Q9AKQ3
,1.8.4.11;1.8.4.12,Q9AL99
,1.3.1.-,Q9AMN9
,6.3.2.1,Q9AMR9
,2.1.2.11,Q9AMS0
,6.3.3.3,Q9AMS4
,4.1.1.11,Q9AMS6
,2.1.1.14,Q9AMV8
,1.11.1.28,Q9ANL0
,2.1.1.45,Q9ANR7
,2.7.9.3,Q9AQI4
,2.1.1.37,Q9ARI6
,2.7.11.1,Q9ASQ5
,1.1.1.-,Q9ASZ9
,2.3.1.74,Q9AU09
,4.1.1.31,Q9AU12
,1.1.1.22,Q9AUV6
,3.2.1.2,Q9AV88
,2.1.2.11,Q9AWZ7
,2.1.2.11,Q9AWZ8
,4.1.1.50,Q9AXE3
,1.11.1.6,Q9AXH0
,2.5.1.46,Q9AXR0
,5.3.1.23,Q9AYT7
,3.4.21.92,Q9BBQ9
,3.1.1.-,Q9BDJ4
,1.1.1.27,Q9BE24
,1.11.1.24,Q9BGI2
,3.1.1.4,Q9BMK4
,4.2.1.11,Q9BPL7
,4.1.3.1;4.1.3.30,Q9C124
,1.2.1.12,Q9C136
,4.1.1.23,Q9C150
,1.17.4.1,Q9C167
,3.1.1.-,Q9C1B9
,4.3.3.6,Q9C1K6
,6.5.1.1,Q9C1W9
,4.1.2.13,Q9C2U0
,2.7.1.25,Q9C2Y6
,5.3.1.1,Q9C401
,1.1.1.26,Q9C4M5
,3.1.3.2,Q9C510
,2.3.3.8,Q9C522
,3.4.19.12,Q9C585
,4.2.2.2,Q9C5M8
,3.1.1.-,Q9C5N8
,3.4.21.-,Q9C691
,3.2.1.23,Q9C6W4
,6.3.5.1,Q9C723
,3.4.16.-,Q9C7D2
,3.4.16.-,Q9C7D3
,3.4.16.-,Q9C7D4
,3.4.16.-,Q9C7D6
,3.1.2.-,Q9C7I8
,3.1.1.-,Q9C7N4
,3.4.21.-,Q9C7U8
,3.4.16.-,Q9C7Z9
,2.7.10.1,Q9C823
,3.1.1.-,Q9C857
,4.2.2.2,Q9C8G4
,2.3.2.23,Q9C8X7
,2.3.2.23,Q9C918
,2.4.1.-,Q9C975
,2.3.2.23,Q9C9Y7
,3.1.11.-,Q9CA74
,2.7.11.1,Q9CAC3
,3.2.2.6,Q9CAK1
,2.3.1.-,Q9CAQ2
,3.4.16.-,Q9CAU0
,3.4.16.-,Q9CAU1
,3.4.16.-,Q9CAU2
,3.4.16.-,Q9CAU3
,3.4.16.-,Q9CAU4
,2.7.11.1,Q9CAU7
,3.5.4.30,Q9CB17
,2.5.1.68,Q9CB36
,4.1.2.4,Q9CB45
,1.3.1.98,Q9CB48
,4.2.1.113,Q9CBB2
,1.17.4.1,Q9CBQ0
,1.17.4.1,Q9CBQ2
,2.1.2.11,Q9CBT0
,3.4.24.-,Q9CBU4
,2.1.1.45,Q9CBW0
,2.1.1.148,Q9CBW3
,4.3.3.7,Q9CBW4
,2.3.1.286,Q9CBW6
,5.3.1.6,Q9CBY1
,3.4.21.92,Q9CBY3
,3.4.21.92,Q9CBY4
,2.7.4.6,Q9CBZ0
,6.3.5.1,Q9CBZ6
,2.3.1.1;2.3.1.35,Q9CC14
,1.2.1.38,Q9CC15
,5.3.1.16;5.3.1.24,Q9CC56
,1.1.1.23,Q9CC57
,2.5.1.19,Q9CCI3
,3.5.4.4,Q9CCL9
,2.5.1.78,Q9CCP3
,5.1.3.1,Q9CCP9
,3.5.2.3,Q9CCR4
,4.2.1.10,Q9CCS3
,4.1.1.65,Q9CCW9
,2.1.1.33,Q9CCZ9
,4.2.1.11,Q9CD42
,3.1.1.29,Q9CD49
,2.7.1.148,Q9CD51
,2.7.1.33,Q9CD56
,4.1.1.11,Q9CD57
,5.3.1.9,Q9CD75
,5.3.1.6,Q9CDI7
,3.4.14.11,Q9CE01
,2.7.7.7,Q9CE21
,2.7.2.1,Q9CE35
,2.7.2.1,Q9CE36
,6.3.4.4,Q9CE93
,2.3.1.31,Q9CEC5
,2.7.11.1,Q9CEF5
,3.4.22.40,Q9CEG3
,3.4.11.4,Q9CEM7
,1.1.1.25,Q9CES7
,2.5.1.19,Q9CEU0
,4.2.1.10,Q9CF39
,2.7.1.15,Q9CF42
,5.4.99.62,Q9CF43
,4.3.3.7,Q9CF61
,3.5.99.6,Q9CFA8
,1.17.1.8,Q9CFC0
,1.3.98.1,Q9CFC9
,3.5.1.2;6.3.5.3,Q9CFE7
,6.3.5.3,Q9CFE8
,5.3.1.5,Q9CFG7
,6.3.5.2,Q9CFJ0
,4.1.2.4,Q9CFM7
,1.3.1.14,Q9CFW8
,4.1.1.23,Q9CFW9
,1.1.1.94,Q9CFX6
,1.1.1.169,Q9CFY8
,5.1.1.3,Q9CG28
,2.1.1.14,Q9CG55
,1.3.1.98,Q9CGD5
,1.1.1.3,Q9CGD8
,4.2.1.126,Q9CGG6
,1.1.1.27,Q9CGG8
,3.5.2.3,Q9CGM7
,2.6.1.16,Q9CGT6
,3.4.23.36,Q9CGU5
,3.6.1.15;3.6.1.6,Q9CGX3
,2.4.2.1,Q9CH10
,5.1.1.1,Q9CH94
,2.8.1.13,Q9CHA1
,3.1.26.3,Q9CHD0
,2.3.1.1;2.3.1.35,Q9CHD4
,1.2.1.38,Q9CHD5
,4.2.1.59,Q9CHF4
,2.3.1.180,Q9CHG0
,2.1.1.33,Q9CHI2
,3.4.21.92,Q9CHQ3
,3.1.26.11,Q9CHT8
,1.1.1.44,Q9CHU6
,2.7.11.-;2.7.4.-,Q9CHV0
,3.1.3.3,Q9CHW3
,2.7.1.21,Q9CHX5
,4.2.1.59,Q9CI03
,2.5.1.7,Q9CI17
,5.4.99.12,Q9CI80
,5.4.2.10,Q9CID9
,6.5.1.2,Q9CIE4
,1.1.1.27,Q9CII4
,2.7.1.23,Q9CIJ4
,5.4.2.11,Q9CIM0
,2.5.1.7,Q9CIP4
,3.4.11.2,Q9CIQ1
,3.5.4.4,Q9CIR9
,4.2.1.11,Q9CIT0
,2.7.1.121,Q9CIV6
,6.3.5.7,Q9CJ43
,2.4.2.29,Q9CJ54
,2.7.3.9,Q9CJ82
,3.4.22.-;7.-.-.-,Q9CJB8
,3.1.1.29,Q9CJI1
,2.3.1.191,Q9CJL0
,2.5.1.31,Q9CJL4
,3.4.21.92,Q9CJM2
,2.3.1.180,Q9CJS8
,6.3.3.3,Q9CJT7
,4.1.1.65,Q9CJU2
,1.3.1.-,Q9CJW1
,2.1.1.190,Q9CJX3
,5.4.99.28;5.4.99.29,Q9CK02
,2.1.1.-;2.1.1.35,Q9CK32
,3.1.3.82,Q9CK98
,5.4.99.23,Q9CKA6
,6.5.1.2,Q9CKA9
,5.1.3.24,Q9CKB7
,2.2.1.2,Q9CKH9
,3.1.3.18,Q9CKJ5
,5.4.99.27,Q9CKK4
,2.2.1.2,Q9CKL0
,2.1.1.176,Q9CKP7
,5.4.2.11,Q9CKU9
,1.1.1.94,Q9CL17
,1.3.1.-;1.3.1.91,Q9CL29
,5.1.3.20,Q9CL97
,2.8.1.13,Q9CLA3
,2.4.2.1,Q9CLE6
,1.1.1.86,Q9CLF1
,3.6.1.9,Q9CLG6
,1.1.1.130,Q9CLH5
,3.5.1.2;4.3.3.6,Q9CLJ5
,4.3.3.6,Q9CLJ6
,4.3.2.10,Q9CLM0
,1.1.1.23,Q9CLM4
,3.5.1.16,Q9CLT9
,4.2.1.113,Q9CLV7
,1.3.1.-,Q9CLW3
,6.3.5.3,Q9CLW4
,2.7.1.197,Q9CLY8
,4.3.3.7,Q9CLZ7
,2.3.1.269,Q9CM14
,3.4.11.23,Q9CM16
,2.7.4.6,Q9CM17
,3.5.1.18,Q9CM22
,2.3.1.286,Q9CM50
,1.8.4.12,Q9CMB1
,3.5.99.6,Q9CMF4
,4.2.1.2,Q9CMK1
,4.1.1.23,Q9CMM1
,2.7.9.3,Q9CMM8
,6.3.3.3,Q9CN08
,4.6.1.17,Q9CN22
,2.1.1.186,Q9CN71
,2.4.1.18,Q9CN94
,2.4.99.-,Q9CNC4
,4.2.1.59;5.3.3.14,Q9CNE8
,1.7.1.13,Q9CNF6
,2.7.7.7,Q9CNG4
,3.4.13.21,Q9CNH7
,5.4.2.10,Q9CNJ0
,2.1.1.166,Q9CNJ3
,5.3.1.9,Q9CNL2
,5.1.1.1,Q9CNL5
,2.7.1.23,Q9CNU2
,6.3.5.2,Q9CNX8
,5.1.3.2,Q9CNY5
,3.4.11.4,Q9CP05
,3.5.4.5,Q9CP11
,4.1.1.98,Q9CP43
,5.6.2.1,Q9CP53
,3.2.2.9,Q9CP62
,5.4.99.62,Q9CP97
,3.5.1.108,Q9CPA5
,2.7.7.7,Q9CPE0
,3.2.1.52,Q9CPH0
,2.1.1.189,Q9CPH1
,5.4.4.2,Q9CPI5
,4.2.2.n1,Q9CPJ2
,5.4.99.19,Q9CPN4
,3.2.1.17,Q9CPX3
,4.3.2.7,Q9CQG1
,5.3.1.23,Q9CQT1
,3.4.21.-,Q9CQU8
,3.4.19.12,Q9CQX0
,3.4.19.12,Q9CR30
,3.4.19.12,Q9CUB6
,3.4.24.-,Q9CWQ3
,4.2.1.77,Q9CXA2
,1.1.1.-,Q9CXR1
,6.3.5.7,Q9CZN8
,3.1.7.2,Q9D114
,1.14.11.-,Q9D136
,3.4.16.-,Q9D3S9
,2.2.1.1,Q9D4D4
,3.4.21.-,Q9D6X6
,1.11.1.9,Q9D7B7
,3.1.1.1,Q9D7E3
,2.3.2.13,Q9D7I9
,3.1.21.-,Q9D7J6
,4.3.2.9,Q9D7X8
,3.4.21.-,Q9D9M0
,3.4.23.-,Q9DAF3
,1.7.1.7,Q9DCZ1
,3.4.25.1,Q9DD33
,3.2.1.17,Q9DD65
,3.4.21.-,Q9DF66
,3.4.21.-,Q9DG83
,3.4.21.-,Q9DG84
,1.17.4.1,Q9DHU2
,2.7.7.-;3.1.21.-,Q9DXE5
,2.7.11.1,Q9E6L8
,3.4.21.-,Q9ER10
,3.4.19.3,Q9ESW8
,2.7.4.1,Q9EUS8
,4.1.1.65,Q9EV04
,3.2.1.85,Q9EV38
,3.5.1.108,Q9EV47
,1.11.1.6,Q9EV50
,1.1.1.27,Q9EVR0
,2.5.1.78,Q9EWJ9
,3.4.22.-;7.-.-.-,Q9EXN5
,4.1.1.11,Q9EYU1
,2.3.1.-,Q9EYU2
,4.1.1.23,Q9EYV3
,3.1.3.18,Q9EYY5
,5.1.1.1,Q9EZ08
,1.17.1.8,Q9EZ11
,4.3.3.7,Q9EZ12
,2.3.1.16,Q9F0Y6
,2.1.1.14,Q9F187
,1.3.5.2,Q9F1U7
,2.7.2.1,Q9F1X7
,4.2.1.11,Q9F2Q3
,2.1.1.33,Q9F305
,4.2.1.11,Q9F3P9
,3.4.21.-,Q9F5Y3
,1.3.7.7,Q9F6X5
,1.3.7.7,Q9F715
,1.7.1.13,Q9F719
,5.1.3.2,Q9F7D4
,3.1.1.-,Q9F7D7
,2.8.1.10,Q9F812
,1.1.1.23,Q9F854
,5.1.1.1,Q9F8I0
,3.1.1.29,Q9F8Q3
,1.13.11.16,Q9F9U5
,2.7.11.1,Q9FAB3
,3.1.1.61;3.5.1.44,Q9FAD8
,1.3.5.2,Q9FB59
,1.17.7.4,Q9FBM1
,4.2.1.2,Q9FBN6
,3.5.1.88,Q9FCA2
,6.5.1.1,Q9FCB1
,6.3.3.3,Q9FCC1
,3.5.1.5,Q9FCD3
,5.1.1.1,Q9FCV2
,1.3.1.-,Q9FEX0
,2.7.11.1,Q9FF31
,2.4.1.123,Q9FFA1
,3.4.16.-,Q9FFB0
,3.1.1.-,Q9FFN0
,2.3.1.-,Q9FFQ7
,1.8.5.1;2.5.1.18,Q9FG59
,3.4.21.-,Q9FGU3
,3.5.1.52,Q9FGY9
,3.2.1.21,Q9FH03
,3.4.16.-,Q9FH05
,3.4.16.-,Q9FH06
,3.1.1.-,Q9FH82
,3.4.21.-,Q9FHA4
,3.4.21.-,Q9FI12
,3.2.2.6,Q9FI14
,5.1.3.5,Q9FI17
,2.5.1.46,Q9FI94
,2.7.11.-,Q9FID5
,2.7.11.-,Q9FID6
,3.4.21.-,Q9FIF8
,3.4.21.-,Q9FIG1
,3.4.21.-,Q9FIG2
,3.4.21.-,Q9FIM5
,3.4.21.-,Q9FIM6
,3.4.21.-,Q9FIM8
,3.4.19.12,Q9FIQ1
,3.2.1.21,Q9FIU7
,3.4.21.-,Q9FIV6
,2.3.2.-,Q9FIX1
,2.3.2.-,Q9FIX2
,3.1.1.-,Q9FIY1
,4.1.3.27,Q9FJM5
,1.1.1.37,Q9FJU0
,3.4.21.-,Q9FK76
,3.1.1.11,Q9FKF3
,5.3.1.5,Q9FKK7
,2.8.1.1,Q9FKW8
,3.4.21.-,Q9FLI4
,3.1.11.-,Q9FLR0
,3.2.1.21,Q9FLU8
,3.2.1.21,Q9FLU9
,2.7.11.-,Q9FLW0
,3.4.21.-,Q9FM41
,4.2.2.2,Q9FM66
,3.2.1.21,Q9FMD8
,2.3.2.23,Q9FMM0
,3.2.1.23,Q9FN08
,2.7.11.-,Q9FNE1
,3.1.1.-,Q9FPE4
,3.4.19.12,Q9FPS2
,3.4.19.12,Q9FPS3
,3.4.19.12,Q9FPS7
,2.3.1.74,Q9FSB7
,2.3.1.74,Q9FSB8
,2.3.1.74,Q9FSB9
,1.1.1.37,Q9FSF0
,4.3.3.6,Q9FT25
,3.2.1.78,Q9FUQ6
,1.23.1.-,Q9FUW6
,3.5.1.88,Q9FUZ0
,3.5.1.88,Q9FV54
,4.3.3.7,Q9FVC8
,2.4.1.-,Q9FVR3
,3.1.1.-,Q9FVW3
,3.1.1.-,Q9FW03
,4.2.1.104,Q9FWK4
,2.3.2.23,Q9FWT2
,2.8.2.-,Q9FX55
,2.8.2.-,Q9FX56
,3.1.1.1,Q9FX93
,3.1.1.1,Q9FX94
,4.2.2.2,Q9FXD8
,3.1.1.-,Q9FXJ2
,5.3.1.9,Q9FXM4
,5.3.1.9,Q9FXM5
,3.3.2.10;3.4.11.-,Q9FY49
,3.2.1.78,Q9FZ03
,3.2.1.78,Q9FZ29
,3.6.1.1,Q9FZ62
,3.4.21.-,Q9FZ81
,2.7.11.1,Q9FZB1
,3.2.1.21,Q9FZE0
,2.7.1.6,Q9GKK4
,3.4.23.3,Q9GMY2
,3.4.23.3,Q9GMY3
,3.4.23.3,Q9GMY4
,3.4.23.1,Q9GMY6
,3.4.23.1,Q9GMY7
,3.4.23.1,Q9GMY8
,4.1.2.13,Q9GP32
,5.3.1.8,Q9GP38
,3.4.22.-,Q9GPM2
,2.1.1.77,Q9GPS6
,3.2.1.1,Q9GQV3
,5.3.1.1,Q9GTX8
,1.1.1.205,Q9GZH3
,3.6.5.-,Q9H853
,2.7.1.6,Q9HDU2
,2.7.7.12,Q9HDU5
,1.1.1.169,Q9HDU6
,4.2.1.109,Q9HE08
,3.1.1.-,Q9HE20
,6.4.1.1,Q9HES8
,3.4.23.20,Q9HEZ3
,3.4.22.-,Q9HFC8
,2.7.11.1,Q9HFF4
,3.1.2.-;3.1.2.22,Q9HFJ5
,3.1.3.16,Q9HFQ2
,3.4.19.12,Q9HFS7
,5.3.1.8,Q9HFU4
,1.2.1.12,Q9HFX1
,3.2.1.8,Q9HGE1
,2.7.1.25,Q9HGF8
,1.1.1.8,Q9HGY1
,1.1.1.8,Q9HGY2
,1.2.1.12,Q9HGY7
,5.3.1.1,Q9HGY8
,4.1.2.13,Q9HGY9
,2.7.1.146,Q9HH12
,2.5.1.89,Q9HH76
,2.4.2.48,Q9HI54
,2.3.3.10,Q9HI87
,6.3.4.4,Q9HIH2
,3.5.2.3,Q9HIM0
,3.5.1.2;6.3.5.3,Q9HIM1
,5.4.99.25,Q9HIT4
,6.3.5.11,Q9HIX6
,4.1.1.50,Q9HIY0
,3.1.26.11,Q9HJ19
,6.5.1.1,Q9HJ26
,2.7.4.6,Q9HJ59
,1.2.1.59,Q9HJ69
,6.3.5.3,Q9HJA4
,6.3.5.-,Q9HJJ5
,1.11.1.24,Q9HJL3
,6.3.5.2,Q9HJM3
,5.4.99.12,Q9HJN5
,4.2.1.11,Q9HJT1
,5.3.1.6,Q9HJT5
,4.1.2.4,Q9HKB7
,2.7.1.23,Q9HKH7
,2.2.1.2,Q9HKI3
,2.5.1.89,Q9HKQ0
,3.1.3.-,Q9HKQ2
,1.2.1.70,Q9HKR0
,4.3.3.6,Q9HKS5
,4.6.1.17,Q9HKV1
,1.11.1.24,Q9HKX0
,2.5.1.16,Q9HL75
,5.3.1.1,Q9HLB6
,1.1.1.25,Q9HLE4
,2.5.1.19,Q9HLE6
,4.2.1.49,Q9HLI9
,1.1.1.205,Q9HLK8
,5.4.99.27,Q9HLL3
,4.1.1.32,Q9HLV2
,2.7.6.1,Q9HLV6
,4.2.1.10,Q9HLV9
,3.2.2.-;4.2.99.18,Q9HM55
,3.5.1.2;4.3.3.6,Q9HM60
,3.5.1.2;4.3.3.6,Q9HMD2
,3.5.2.3,Q9HMH9
,1.3.5.2,Q9HMK2
,1.1.1.37,Q9HMV8
,5.3.1.6,Q9HN33
,2.1.1.166,Q9HN40
,4.1.1.-,Q9HN46
,3.1.26.11,Q9HN60
,1.8.1.4,Q9HN74
,4.6.1.16,Q9HN82
,2.7.6.1,Q9HN88
,3.5.1.2;4.3.2.10,Q9HNI6
,5.4.99.12,Q9HNP6
,5.3.1.9,Q9HNQ6
,2.4.2.48,Q9HNT1
,3.5.1.2;6.3.5.3,Q9HNU2
,2.7.1.23,Q9HNX7
,5.4.2.12,Q9HNY7
,1.4.3.16,Q9HNZ0
,4.1.2.4,Q9HP08
,6.3.5.-,Q9HP20
,5.3.3.2,Q9HP40
,4.3.3.6,Q9HP57
,2.5.1.89,Q9HP68
,1.2.1.70,Q9HP72
,5.4.99.25,Q9HPA4
,4.1.3.27,Q9HPG6
,6.3.5.11,Q9HPL7
,2.7.1.21,Q9HPQ9
,2.1.2.11,Q9HPT6
,2.7.7.-,Q9HPU3
,1.1.1.23,Q9HPW5
,4.2.1.2,Q9HQ29
,4.6.1.17,Q9HQ89
,2.5.1.19,Q9HQC1
,4.2.1.49,Q9HQD8
,4.2.1.11,Q9HQI9
,6.3.4.4,Q9HQM6
,5.3.1.1,Q9HQS4
,1.1.1.205,Q9HQU4
,5.6.2.2,Q9HR32
,6.5.1.1,Q9HR35
,3.4.25.1,Q9HR36
,6.3.5.3,Q9HR49
,4.3.2.10,Q9HR52
,6.5.1.4,Q9HRE8
,1.1.1.169,Q9HRF0
,2.5.1.78,Q9HRM5
,1.1.1.25,Q9HS68
,4.2.1.10,Q9HSB4
,2.2.1.10,Q9HSB8
,4.2.1.20,Q9HSB9
,3.4.21.-,Q9HSC3
,5.4.99.27,Q9HSG5
,3.4.24.-,Q9HSQ2
,1.2.1.59,Q9HSS7
,2.6.1.16,Q9HT00
,2.6.1.16,Q9HT25
,2.7.8.-,Q9HTH0
,1.1.99.1;1.2.1.8,Q9HTJ2
,4.1.1.98,Q9HTV3
,3.5.1.2;4.3.2.10,Q9HU42
,4.3.2.10,Q9HU44
,5.4.2.12,Q9HU53
,4.2.1.49,Q9HU83
,3.4.25.2,Q9HUC6
,1.8.4.11,Q9HUF1
,4.1.1.65,Q9HUK8
,1.17.99.6,Q9HUL4
,6.3.4.4,Q9HUM6
,3.5.1.5,Q9HUU5
,1.3.1.-,Q9HUW1
,1.8.1.4,Q9HUY1
,2.5.1.16,Q9HV34
,4.1.1.50,Q9HV35
,5.3.1.1,Q9HV51
,5.3.1.9,Q9HV67
,4.1.1.11,Q9HV68
,6.3.2.1,Q9HV69
,2.1.2.11,Q9HV70
,2.1.1.-;2.1.1.35,Q9HV78
,1.17.7.4,Q9HVM7
,3.6.1.9,Q9HVU3
,2.5.1.7,Q9HVW7
,1.1.1.23,Q9HVW9
,2.3.1.1;2.3.1.35,Q9HW04
,1.1.1.169,Q9HW09
,2.5.1.78,Q9HWX5
,3.5.4.25,Q9HWY1
,4.6.1.17,Q9HX95
,2.4.2.29,Q9HXH9
,2.8.1.7,Q9HXI8
,6.3.5.2,Q9HXM6
,4.2.2.n1,Q9HXN1
,6.3.5.3,Q9HXN2
,3.1.1.61;3.5.1.44,Q9HXT8
,2.5.1.31,Q9HXY2
,2.3.1.191,Q9HXY6
,4.2.1.59,Q9HXY7
,4.2.1.11,Q9HXZ5
,5.4.99.27,Q9HY04
,2.7.1.107,Q9HY23
,1.4.1.21,Q9HYA4
,3.5.4.13,Q9HYC9
,1.1.1.38,Q9HYD5
,5.1.3.20,Q9HYQ8
,2.3.1.180,Q9HYR2
,3.4.21.92,Q9HYR9
,5.3.1.23,Q9HZ65
,1.3.1.-,Q9HZ95
,2.7.1.23,Q9HZC0
,2.7.1.-,Q9HZI3
,2.3.1.16,Q9HZJ3
,1.3.1.98,Q9HZM7
,3.1.1.1,Q9HZY8
,1.8.4.12,Q9I016
,1.7.1.13,Q9I037
,1.3.1.-;1.3.1.91,Q9I048
,4.1.3.1,Q9I0K4
,4.3.2.2,Q9I0K9
,2.8.1.13,Q9I0L2
,3.2.1.28,Q9I165
,1.8.1.4,Q9I1L9
,1.2.4.4,Q9I1M1
,2.4.1.18,Q9I1W2
,2.4.99.16,Q9I1W4
,1.11.1.6,Q9I1W8
,3.4.24.-,Q9I2D2
,2.1.1.-,Q9I2Q6
,2.9.1.3,Q9I382
,2.7.9.3,Q9I383
,2.1.2.11,Q9I3C3
,2.3.1.61,Q9I3D2
,2.1.1.186,Q9I3F4
,6.5.1.2,Q9I3I4
,2.7.11.5;3.1.3.-,Q9I3W8
,3.5.1.38,Q9I407
,2.8.1.2,Q9I452
,6.3.5.9,Q9I471
,2.3.1.286,Q9I4E1
,3.5.1.18,Q9I4H5
,2.3.1.286,Q9I4L0
,3.2.1.-,Q9I4P4
,2.1.1.190,Q9I525
,2.7.7.7,Q9I534
,4.2.1.2,Q9I587
,2.7.2.1,Q9I5A4
,2.6.99.2,Q9I5G5
,3.4.21.89,Q9I5G7
,5.4.99.19,Q9I5J6
,1.2.1.38,Q9I5Q9
,4.1.1.50,Q9I5R7
,2.8.1.1,Q9I5U8
,4.1.2.13,Q9I5Y1
,6.3.3.3,Q9I614
,2.3.3.9,Q9I636
,2.1.1.33,Q9I6B3
,2.8.1.10,Q9I6B4
,4.2.1.9,Q9I6E0
,2.1.1.45,Q9I6F1
,3.1.3.15,Q9I6F6
,5.3.1.6,Q9I6G1
,1.2.1.-,Q9I6M5
,4.2.1.10,Q9I6P3
,2.3.1.174,Q9I6R0
,1.2.1.27,Q9I702
,3.1.3.5,Q9I767
,2.1.1.176,Q9I7A9
,3.1.1.4,Q9I837
,3.1.1.4,Q9I842
,3.1.1.4,Q9I843
,3.1.1.4,Q9I844
,3.1.1.4,Q9I845
,3.1.1.4,Q9I846
,3.1.1.4,Q9I847
,3.1.1.4,Q9I8F8
,3.4.21.-,Q9I8W9
,3.4.21.-,Q9I8X0
,3.1.1.17,Q9I923
,3.1.1.4,Q9I968
,2.1.4.1,Q9I9K9
,2.1.4.1,Q9IAJ6
,3.4.24.-,Q9IAY0
,3.4.24.-,Q9IAY1
,3.4.24.-,Q9IAY3
,3.4.24.-,Q9IAY4
,3.4.22.39,Q9IIH4
,3.1.3.-;3.1.3.48,Q9J592
,2.7.7.48,Q9J7Z2
,3.4.22.-,Q9JIA9
,2.7.11.1,Q9JJX8
,3.1.3.16;3.1.3.48,Q9JLY7
,3.6.1.1,Q9JMQ2
,2.3.1.286,Q9JN05
,2.4.99.16,Q9JN46
,2.3.1.-,Q9JN82
,2.1.1.190,Q9JP88
,1.3.7.7,Q9JPA3
,2.1.1.166,Q9JQX5
,5.1.3.20,Q9JQX8
,2.7.7.7,Q9JRG1
,4.2.1.47,Q9JRN5
,1.8.4.10,Q9JRT1
,3.1.1.85,Q9JSN0
,1.7.1.13,Q9JSR7
,5.3.1.9,Q9JSS6
,1.4.3.16,Q9JSX4
,2.7.2.1,Q9JT07
,2.1.1.45,Q9JT57
,4.1.1.98,Q9JT68
,5.4.2.10,Q9JT71
,2.1.1.-;2.1.1.35,Q9JT82
,5.1.1.1,Q9JTA6
,5.4.2.11,Q9JTF2
,1.1.1.23,Q9JTH9
,3.4.11.1;3.4.11.10,Q9JTI8
,2.8.1.13,Q9JTJ9
,2.7.2.1,Q9JTM0
,5.3.1.6,Q9JTM5
,3.1.3.18,Q9JTP5
,4.2.1.2,Q9JTR0
,4.2.1.10,Q9JTR9
,2.5.1.19,Q9JTT3
,3.1.21.10,Q9JTU3
,5.3.1.9,Q9JTW1
,2.8.1.7,Q9JTX0
,3.4.21.92,Q9JU33
,4.2.1.11,Q9JU46
,4.1.1.11,Q9JU49
,3.5.4.25,Q9JU99
,2.3.1.181,Q9JUC7
,1.8.4.10,Q9JUD5
,4.2.1.9,Q9JUE0
,1.3.1.-,Q9JUP6
,4.1.1.65,Q9JUS3
,2.1.1.14,Q9JUT6
,2.3.1.46,Q9JUT9
,4.3.3.7,Q9JUU9
,2.7.1.148,Q9JUX8
,2.1.2.11,Q9JUY0
,4.1.1.23,Q9JV18
,6.3.4.4,Q9JV25
,1.3.1.98,Q9JV28
,3.1.1.29,Q9JV42
,5.1.1.7,Q9JV69
,2.7.11.-;2.7.4.-,Q9JV91
,6.3.3.3,Q9JV95
,2.4.2.29,Q9JVA4
,2.3.1.269,Q9JVA8
,5.4.99.23,Q9JVB6
,3.5.2.3,Q9JVD6
,3.5.1.2;4.3.2.10,Q9JVH3
,4.3.2.10,Q9JVH5
,3.6.1.9,Q9JVK3
,3.2.1.52,Q9JVT3
,1.2.1.38,Q9JVU6
,5.3.1.1,Q9JW31
,2.7.4.1,Q9JW42
,2.3.1.180,Q9JW56
,6.3.5.2,Q9JW60
,4.1.1.20,Q9JWA6
,6.3.5.3,Q9JWC5
,3.1.3.82,Q9JWE9
,5.4.99.12,Q9JWF1
,1.1.1.94,Q9JWH0
,4.1.1.31,Q9JWH1
